"Episode","Date","Location","Guest","GuestUrl","Party","PartyUrl"
243,"1987-02-12","Bradford, England","Michael Heseltine","https://en.wikipedia.org/wiki/Michael_Heseltine","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
243,"1987-02-12","Bradford, England","Simon Hughes","https://en.wikipedia.org/wiki/Simon_Hughes","Liberal Democrats (UK)","https://en.wikipedia.org/wiki/Liberal_Democrats_(UK)"
243,"1987-02-12","Bradford, England","Diana Jeuda","","Unknown",""
243,"1987-02-12","Bradford, England","Charles Moore (journalist)","https://en.wikipedia.org/wiki/Charles_Moore_(journalist)","Unknown",""
244,"1987-02-19","","Michael Meacher","https://en.wikipedia.org/wiki/Michael_Meacher","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
244,"1987-02-19","","Detta O'Cathain, Baroness O'Cathain","https://en.wikipedia.org/wiki/Detta_O%27Cathain,_Baroness_O%27Cathain","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
244,"1987-02-19","","Chris Patten","https://en.wikipedia.org/wiki/Chris_Patten","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
244,"1987-02-19","","William Wallace, Baron Wallace of Saltaire","https://en.wikipedia.org/wiki/William_Wallace,_Baron_Wallace_of_Saltaire","Liberal Democrats (UK)","https://en.wikipedia.org/wiki/Liberal_Democrats_(UK)"
245,"1987-02-26","","Alistair Graham","https://en.wikipedia.org/wiki/Alistair_Graham","Unknown",""
245,"1987-02-26","","Bernie Grant","https://en.wikipedia.org/wiki/Bernie_Grant","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
245,"1987-02-26","","Angela Rumbold","https://en.wikipedia.org/wiki/Angela_Rumbold","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
245,"1987-02-26","","Anne Sofer","","Unknown",""
246,"1987-03-05","","Alex Carlile, Baron Carlile of Berriew","https://en.wikipedia.org/wiki/Alex_Carlile,_Baron_Carlile_of_Berriew","Liberal Democrats (UK)","https://en.wikipedia.org/wiki/Liberal_Democrats_(UK)"
246,"1987-03-05","","Ann Clwyd","https://en.wikipedia.org/wiki/Ann_Clwyd","Welsh Labour","https://en.wikipedia.org/wiki/Welsh_Labour"
246,"1987-03-05","","Norman Fowler, Baron Fowler","https://en.wikipedia.org/wiki/Norman_Fowler","Lord Speaker","https://en.wikipedia.org/wiki/Lord_Speaker"
246,"1987-03-05","","Max Hastings","https://en.wikipedia.org/wiki/Max_Hastings","Unknown",""
247,"1987-03-12","","David Alton","https://en.wikipedia.org/wiki/David_Alton,_Baron_Alton_of_Liverpool","Unknown",""
247,"1987-03-12","","Rhodes Boyson","https://en.wikipedia.org/wiki/Rhodes_Boyson","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
247,"1987-03-12","","Isobel Lindsay","https://en.wikipedia.org/wiki/Isobel_Lindsay","Unknown",""
247,"1987-03-12","","Bill Mackenzie","","Unknown",""
248,"1987-03-19","","John Harvey-Jones","https://en.wikipedia.org/wiki/John_Harvey-Jones","Unknown",""
248,"1987-03-19","","John MacGregor, Baron MacGregor of Pulham Market","https://en.wikipedia.org/wiki/John_MacGregor,_Baron_MacGregor_of_Pulham_Market","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
248,"1987-03-19","","Beatrice Seear, Baroness Seear","https://en.wikipedia.org/wiki/Beatrice_Seear,_Baroness_Seear","Unknown",""
248,"1987-03-19","","John Smith (Labour Party leader)","https://en.wikipedia.org/wiki/John_Smith_(Labour_Party_leader)","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
249,"1987-03-26","","Denzil Davies","https://en.wikipedia.org/wiki/Denzil_Davies","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
249,"1987-03-26","","Howard Davies (economist)","https://en.wikipedia.org/wiki/Howard_Davies_(economist)","Unknown",""
249,"1987-03-26","","Malcolm Rifkind","https://en.wikipedia.org/wiki/Malcolm_Rifkind","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
249,"1987-03-26","","Chris Wilmore","","Unknown",""
250,"1987-04-02","","Alan Beith","https://en.wikipedia.org/wiki/Alan_Beith","Liberal Party (UK)","https://en.wikipedia.org/wiki/Liberal_Party_(UK)"
250,"1987-04-02","","Tony Benn","https://en.wikipedia.org/wiki/Tony_Benn","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
250,"1987-04-02","","Christina Lyon","","Unknown",""
250,"1987-04-02","","George Walden","https://en.wikipedia.org/wiki/George_Walden","Unknown",""
251,"1987-04-09","Derby, England","David Clark, Baron Clark of Windermere","https://en.wikipedia.org/wiki/David_Clark,_Baron_Clark_of_Windermere","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
251,"1987-04-09","Derby, England","Kenneth Clarke","https://en.wikipedia.org/wiki/Kenneth_Clarke","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
251,"1987-04-09","Derby, England","Rod Hackney","https://en.wikipedia.org/wiki/Rod_Hackney","Unknown",""
251,"1987-04-09","Derby, England","Sue Stapely","","Unknown",""
252,"1987-04-30","","Rosie Barnes","https://en.wikipedia.org/wiki/Rosie_Barnes","Unknown",""
252,"1987-04-30","","Nicholas Horsley","https://en.wikipedia.org/wiki/Nicholas_Horsley","Unknown",""
252,"1987-04-30","","Norman Lamont","https://en.wikipedia.org/wiki/Norman_Lamont","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
252,"1987-04-30","","George Robertson, Baron Robertson of Port Ellen","https://en.wikipedia.org/wiki/George_Robertson,_Baron_Robertson_of_Port_Ellen","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
253,"1987-05-07","","Harriet Harman","https://en.wikipedia.org/wiki/Harriet_Harman","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
253,"1987-05-07","","Peter Riddell","https://en.wikipedia.org/wiki/Peter_Riddell","Unknown",""
253,"1987-05-07","","Peter Walker, Baron Walker of Worcester","https://en.wikipedia.org/wiki/Peter_Walker,_Baron_Walker_of_Worcester","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
253,"1987-05-07","","Des Wilson","https://en.wikipedia.org/wiki/Des_Wilson","Unknown",""
254,"1987-05-14","Bradford, England","David Blunkett","https://en.wikipedia.org/wiki/David_Blunkett","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
254,"1987-05-14","Bradford, England","Usha Prashar, Baroness Prashar","https://en.wikipedia.org/wiki/Usha_Prashar","Unknown",""
254,"1987-05-14","Bradford, England","Nicholas Ridley, Baron Ridley of Liddesdale","https://en.wikipedia.org/wiki/Nicholas_Ridley,_Baron_Ridley_of_Liddesdale","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
254,"1987-05-14","Bradford, England","Sue Slipman","https://en.wikipedia.org/wiki/Sue_Slipman","Unknown",""
255,"1987-05-21","","Kenneth Baker, Baron Baker of Dorking","https://en.wikipedia.org/wiki/Kenneth_Baker,_Baron_Baker_of_Dorking","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
255,"1987-05-21","","Bryan Gould","https://en.wikipedia.org/wiki/Bryan_Gould","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
255,"1987-05-21","","Shirley Williams","https://en.wikipedia.org/wiki/Shirley_Williams","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
256,"1987-05-28","Glasgow, Scotland","Alan Beith","https://en.wikipedia.org/wiki/Alan_Beith","Liberal Party (UK)","https://en.wikipedia.org/wiki/Liberal_Party_(UK)"
256,"1987-05-28","Glasgow, Scotland","Kenneth Clarke","https://en.wikipedia.org/wiki/Kenneth_Clarke","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
256,"1987-05-28","Glasgow, Scotland","Denis Healey","https://en.wikipedia.org/wiki/Denis_Healey","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
256,"1987-05-28","Glasgow, Scotland","Alex Salmond","https://en.wikipedia.org/wiki/Alex_Salmond","Scottish National Party","https://en.wikipedia.org/wiki/Scottish_National_Party"
257,"1987-06-04","Leicester, England","Roy Hattersley","https://en.wikipedia.org/wiki/Roy_Hattersley","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
257,"1987-06-04","Leicester, England","Roy Jenkins","https://en.wikipedia.org/wiki/Roy_Jenkins","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
257,"1987-06-04","Leicester, England","Nigel Lawson","https://en.wikipedia.org/wiki/Nigel_Lawson","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
258,"1987-06-18","","Diane Abbott","https://en.wikipedia.org/wiki/Diane_Abbott","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
258,"1987-06-18","","Michael Heseltine","https://en.wikipedia.org/wiki/Michael_Heseltine","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
258,"1987-06-18","","Andrew Neil","https://en.wikipedia.org/wiki/Andrew_Neil","Unknown",""
258,"1987-06-18","","Cyril Smith","https://en.wikipedia.org/wiki/Cyril_Smith","Liberal Party (UK)","https://en.wikipedia.org/wiki/Liberal_Party_(UK)"
259,"1987-09-17","","Robin Cook","https://en.wikipedia.org/wiki/Robin_Cook","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
259,"1987-09-17","","Norman Fowler, Baron Fowler","https://en.wikipedia.org/wiki/Norman_Fowler","Lord Speaker","https://en.wikipedia.org/wiki/Lord_Speaker"
259,"1987-09-17","","Shirley Williams","https://en.wikipedia.org/wiki/Shirley_Williams","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
259,"1987-09-17","","Des Wilson","https://en.wikipedia.org/wiki/Des_Wilson","Unknown",""
260,"1987-09-24","","Linda Bellos","https://en.wikipedia.org/wiki/Linda_Bellos","Unknown",""
260,"1987-09-24","","John Harvey-Jones","https://en.wikipedia.org/wiki/John_Harvey-Jones","Unknown",""
260,"1987-09-24","","John Lloyd","","Unknown",""
260,"1987-09-24","","Charles Moore (journalist)","https://en.wikipedia.org/wiki/Charles_Moore_(journalist)","Unknown",""
261,"1987-10-01","Brighton, England","Charles Kennedy","https://en.wikipedia.org/wiki/Charles_Kennedy","Liberal Democrats (UK)","https://en.wikipedia.org/wiki/Liberal_Democrats_(UK)"
261,"1987-10-01","Brighton, England","Ken Livingstone","https://en.wikipedia.org/wiki/Ken_Livingstone","Independent politician","https://en.wikipedia.org/wiki/Independent_politician"
261,"1987-10-01","Brighton, England","John Smith (Labour Party leader)","https://en.wikipedia.org/wiki/John_Smith_(Labour_Party_leader)","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
261,"1987-10-01","Brighton, England","David Young, Baron Young of Graffham","https://en.wikipedia.org/wiki/David_Young,_Baron_Young_of_Graffham","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
262,"1987-10-08","Blackpool, England","John Biffen","https://en.wikipedia.org/wiki/John_Biffen","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
262,"1987-10-08","Blackpool, England","Cecil Parkinson","https://en.wikipedia.org/wiki/Cecil_Parkinson","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
262,"1987-10-08","Blackpool, England","John Prescott","https://en.wikipedia.org/wiki/John_Prescott","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
262,"1987-10-08","Blackpool, England","David Steel","https://en.wikipedia.org/wiki/David_Steel","Liberal Democrats (UK)","https://en.wikipedia.org/wiki/Liberal_Democrats_(UK)"
263,"1987-10-15","","Menzies Campbell","https://en.wikipedia.org/wiki/Menzies_Campbell","Liberal Democrats (UK)","https://en.wikipedia.org/wiki/Liberal_Democrats_(UK)"
263,"1987-10-15","","Harriet Harman","https://en.wikipedia.org/wiki/Harriet_Harman","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
263,"1987-10-15","","Sarah Harrison (novelist)","https://en.wikipedia.org/wiki/Sarah_Harrison_(novelist)","Unknown",""
263,"1987-10-15","","David Mellor","https://en.wikipedia.org/wiki/David_Mellor","Unknown",""
264,"1987-10-22","","John Banham","https://en.wikipedia.org/wiki/John_Banham","Unknown",""
264,"1987-10-22","","Donald Dewar","https://en.wikipedia.org/wiki/Donald_Dewar","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
264,"1987-10-22","","Polly Toynbee","https://en.wikipedia.org/wiki/Polly_Toynbee","Unknown",""
264,"1987-10-22","","John Wakeham","https://en.wikipedia.org/wiki/John_Wakeham,_Baron_Wakeham","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
265,"1987-10-29","","Edwina Currie","https://en.wikipedia.org/wiki/Edwina_Currie","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
265,"1987-10-29","","Mary Kenny","https://en.wikipedia.org/wiki/Mary_Kenny","Unknown",""
265,"1987-10-29","","Clare Short","https://en.wikipedia.org/wiki/Clare_Short","Independent politician","https://en.wikipedia.org/wiki/Independent_politician"
265,"1987-10-29","","Matthew Taylor, Baron Taylor of Goss Moor","https://en.wikipedia.org/wiki/Matthew_Taylor,_Baron_Taylor_of_Goss_Moor","Liberal Democrats (UK)","https://en.wikipedia.org/wiki/Liberal_Democrats_(UK)"
266,"1987-11-05","","Ann Burdus","","Unknown",""
266,"1987-11-05","","David Sainsbury, Baron Sainsbury of Turville","https://en.wikipedia.org/wiki/David_Sainsbury,_Baron_Sainsbury_of_Turville","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
266,"1987-11-05","","Jack Straw","https://en.wikipedia.org/wiki/Jack_Straw","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
266,"1987-11-05","","William Waldegrave, Baron Waldegrave of North Hill","https://en.wikipedia.org/wiki/William_Waldegrave,_Baron_Waldegrave_of_North_Hill","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
267,"1987-11-12","","Barbara Amiel","https://en.wikipedia.org/wiki/Barbara_Amiel","Unknown",""
267,"1987-11-12","","Alan Beith","https://en.wikipedia.org/wiki/Alan_Beith","Liberal Party (UK)","https://en.wikipedia.org/wiki/Liberal_Party_(UK)"
267,"1987-11-12","","Tony Benn","https://en.wikipedia.org/wiki/Tony_Benn","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
267,"1987-11-12","","Douglas Hurd","https://en.wikipedia.org/wiki/Douglas_Hurd","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
268,"1987-11-19","","Neil McIntosh (public administrator)","https://en.wikipedia.org/wiki/Neil_McIntosh_(public_administrator)","Unknown",""
268,"1987-11-19","","Kenneth Miller","","Unknown",""
268,"1987-11-19","","Chris Patten","https://en.wikipedia.org/wiki/Chris_Patten","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
268,"1987-11-19","","Joan Ruddock","https://en.wikipedia.org/wiki/Joan_Ruddock","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
269,"1987-11-26","","Maggie Clay","","Unknown",""
269,"1987-11-26","","Frank Dobson","https://en.wikipedia.org/wiki/Frank_Dobson","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
269,"1987-11-26","","Nicholas Ridley, Baron Ridley of Liddesdale","https://en.wikipedia.org/wiki/Nicholas_Ridley,_Baron_Ridley_of_Liddesdale","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
269,"1987-11-26","","Ruth Wishart","","Unknown",""
270,"1987-12-03","","Rosie Barnes","https://en.wikipedia.org/wiki/Rosie_Barnes","Unknown",""
270,"1987-12-03","","Tessa Blackstone, Baroness Blackstone","https://en.wikipedia.org/wiki/Tessa_Blackstone,_Baroness_Blackstone","Unknown",""
270,"1987-12-03","","Oliver Letwin","https://en.wikipedia.org/wiki/Oliver_Letwin","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
270,"1987-12-03","","Nick Scott","","Unknown",""
271,"1987-12-10","","Gerald Kaufman","https://en.wikipedia.org/wiki/Gerald_Kaufman","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
271,"1987-12-10","","Christine Ockrent","https://en.wikipedia.org/wiki/Christine_Ockrent","Unknown",""
271,"1987-12-10","","Bill Rodgers, Baron Rodgers of Quarry Bank","https://en.wikipedia.org/wiki/William_Rodgers,_Baron_Rodgers_of_Quarry_Bank","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
271,"1987-12-10","","Norman Tebbit","https://en.wikipedia.org/wiki/Norman_Tebbit","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
272,"1988-01-07","","David Blunkett","https://en.wikipedia.org/wiki/David_Blunkett","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
272,"1988-01-07","","Brenda Maddox","https://en.wikipedia.org/wiki/Brenda_Maddox","Unknown",""
272,"1988-01-07","","Malcolm Rifkind","https://en.wikipedia.org/wiki/Malcolm_Rifkind","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
272,"1988-01-07","","Ian Wrigglesworth","https://en.wikipedia.org/wiki/Ian_Wrigglesworth","Unknown",""
273,"1988-01-14","","Harriet Crawley","","Unknown",""
273,"1988-01-14","","Joan Lestor","https://en.wikipedia.org/wiki/Joan_Lestor,_Baroness_Lestor_of_Eccles","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
273,"1988-01-14","","Angela Rumbold","https://en.wikipedia.org/wiki/Angela_Rumbold","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
273,"1988-01-14","","Beatrice Seear, Baroness Seear","https://en.wikipedia.org/wiki/Beatrice_Seear,_Baroness_Seear","Unknown",""
274,"1988-01-21","","John Edmonds (trade unionist)","https://en.wikipedia.org/wiki/John_Edmonds_(trade_unionist)","Unknown",""
274,"1988-01-21","","Teresa Gorman","https://en.wikipedia.org/wiki/Teresa_Gorman","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
274,"1988-01-21","","Ann Leslie","https://en.wikipedia.org/wiki/Ann_Leslie","Unknown",""
274,"1988-01-21","","Cyril Smith","https://en.wikipedia.org/wiki/Cyril_Smith","Liberal Party (UK)","https://en.wikipedia.org/wiki/Liberal_Party_(UK)"
275,"1988-01-28","","Kenneth Clarke","https://en.wikipedia.org/wiki/Kenneth_Clarke","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
275,"1988-01-28","","Roy Hattersley","https://en.wikipedia.org/wiki/Roy_Hattersley","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
275,"1988-01-28","","Janice Lennon","","Unknown",""
275,"1988-01-28","","Bob Maclennan, Baron Maclennan of Rogart","https://en.wikipedia.org/wiki/Robert_Maclennan,_Baron_Maclennan_of_Rogart","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
276,"1988-02-04","Liverpool, England","Ann Clwyd","https://en.wikipedia.org/wiki/Ann_Clwyd","Welsh Labour","https://en.wikipedia.org/wiki/Welsh_Labour"
276,"1988-02-04","Liverpool, England","Norman Fowler, Baron Fowler","https://en.wikipedia.org/wiki/Norman_Fowler","Lord Speaker","https://en.wikipedia.org/wiki/Lord_Speaker"
276,"1988-02-04","Liverpool, England","Derek Worlock","https://en.wikipedia.org/wiki/Derek_Worlock","Unknown",""
